Dec 31, 2020	€23,455.67	€23,783.66	€22,935.52	€23,585.91	€38,023,895,957	€438,388,189,526
Dec 30, 2020	€22,331.50	€23,619.19	€22,331.50	€23,540.19	€41,861,169,747	€437,514,545,641
Dec 29, 2020	€22,153.03	€22,389.36	€21,257.71	€22,382.58	€37,027,725,525	€415,974,410,140
Dec 28, 2020	€21,545.54	€22,454.14	€21,485.55	€22,204.67	€40,217,698,958	€412,647,649,453
Dec 27, 2020	€21,685.57	€23,202.51	€21,261.86	€21,548.54	€54,526,810,375	€400,432,522,727
Dec 26, 2020	€20,240.09	€21,914.16	€20,113.51	€21,683.66	€39,642,437,312	€402,923,957,961
Dec 25, 2020	€19,478.88	€20,280.35	€19,257.36	€20,243.16	€34,526,836,591	€376,138,746,084
Dec 24, 2020	€19,056.53	€19,489.59	€18,677.20	€19,463.03	€33,685,442,430	€361,625,722,840
Dec 23, 2020	€19,518.39	€19,717.43	€18,714.63	€19,074.68	€41,976,780,290	€354,394,964,374
Dec 22, 2020	€18,626.65	€19,440.44	€18,329.66	€19,434.82	€36,095,821,421	€361,068,185,399
Dec 21, 2020	€19,220.25	€19,699.66	€18,143.49	€18,670.55	€37,542,964,184	€346,852,784,655
Dec 20, 2020	€19,467.07	€19,750.89	€18,884.53	€19,153.41	€30,874,343,341	€355,806,084,115
Dec 19, 2020	€18,872.42	€19,649.89	€18,622.45	€19,473.65	€31,399,179,663	€361,737,094,025
Dec 18, 2020	€18,598.69	€18,950.82	€18,266.80	€18,868.75	€32,935,885,145	€350,481,753,364
Dec 17, 2020	€17,472.38	€19,386.46	€17,411.97	€18,699.73	€58,528,886,897	€347,323,767,980
Dec 16, 2020	€15,978.83	€17,657.53	€15,879.68	€17,535.49	€36,542,088,323	€325,685,105,283
Dec 15, 2020	€15,842.85	€16,071.76	€15,705.32	€15,982.91	€22,012,315,283	€296,835,360,779
Dec 14, 2020	€15,781.28	€15,913.68	€15,672.65	€15,865.49	€18,525,878,139	€294,640,586,795
Dec 13, 2020	€15,527.90	€16,002.46	€15,468.10	€15,805.00	€21,013,306,682	€293,503,157,249
Dec 12, 2020	€14,904.16	€15,621.02	€14,899.80	€15,525.33	€17,960,127,102	€288,294,463,219
Dec 11, 2020	€15,036.88	€15,040.60	€14,506.34	€14,868.08	€22,986,519,620	€276,077,388,132
Dec 10, 2020	€15,354.79	€15,354.79	€14,861.34	€15,116.18	€21,142,908,851	€280,671,087,749
Dec 09, 2020	€15,130.74	€15,382.97	€14,812.50	€15,323.20	€28,426,891,190	€284,502,430,069
Dec 08, 2020	€15,851.59	€15,927.54	€15,090.39	€15,132.68	€26,176,816,360	€280,951,994,511
Dec 07, 2020	€15,957.75	€16,014.43	€15,617.87	€15,832.77	€22,189,037,899	€293,935,857,586
Dec 06, 2020	€15,799.80	€15,994.74	€15,588.40	€15,957.31	€20,864,203,242	€296,232,031,086
Dec 05, 2020	€15,423.83	€15,804.98	€15,334.59	€15,799.85	€22,471,620,121	€293,295,803,569
Dec 04, 2020	€16,013.35	€16,066.41	€15,395.96	€15,398.08	€27,891,777,605	€285,824,329,646
Dec 03, 2020	€15,856.93	€16,154.38	€15,625.64	€16,054.65	€26,362,532,168	€297,996,802,792
Dec 02, 2020	€15,578.20	€15,997.94	€15,202.02	€15,909.08	€30,977,613,852	€295,279,840,204
Dec 01, 2020	€16,447.90	€16,625.67	€15,348.91	€15,751.93	€41,579,853,081	€292,349,909,754
Nov 30, 2020	€15,190.41	€16,503.14	€15,190.41	€16,400.00	€39,883,493,261	€304,362,381,489
Nov 29, 2020	€14,811.10	€15,282.52	€14,676.93	€15,193.79	€26,023,567,619	€281,965,489,219
Nov 28, 2020	€14,303.98	€14,923.36	€14,134.90	€14,809.24	€27,249,840,706	€274,815,760,567
Nov 27, 2020	€14,400.93	€14,645.32	€13,874.15	€14,362.73	€32,645,717,779	€266,515,541,653
Nov 26, 2020	€15,714.56	€15,829.04	€13,718.71	€14,389.58	€51,512,681,945	€267,000,436,848
Nov 25, 2020	€16,057.35	€16,298.20	€15,617.55	€15,744.44	€36,738,773,922	€292,124,912,142
Nov 24, 2020	€15,511.24	€16,341.70	€15,311.61	€16,138.32	€43,471,606,363	€299,417,219,363
Nov 23, 2020	€15,482.78	€15,770.53	€15,171.59	€15,477.81	€36,023,448,945	€287,150,213,900
Nov 22, 2020	€15,723.03	€15,762.44	€14,904.21	€15,493.43	€34,816,289,750	€287,425,507,721
Nov 21, 2020	€15,705.39	€15,971.32	€15,556.14	€15,723.03	€33,441,344,562	€291,667,054,484
Nov 20, 2020	€15,010.96	€15,816.52	€14,967.75	€15,688.53	€31,166,644,266	€291,010,891,474
Nov 19, 2020	€15,040.11	€15,306.80	€14,684.21	€15,051.29	€31,243,754,257	€279,174,515,515
Nov 18, 2020	€14,872.53	€15,503.63	€14,626.17	€15,006.39	€41,355,051,951	€278,329,536,641
Nov 17, 2020	€14,069.27	€14,994.45	€13,967.12	€14,878.50	€32,890,341,179	€275,941,218,841
Nov 16, 2020	€13,475.52	€14,202.36	€13,412.29	€14,117.84	€26,626,403,697	€261,721,760,746
Nov 15, 2020	€13,575.88	€13,622.32	€13,343.86	€13,480.78	€19,985,010,797	€249,911,662,302
Nov 14, 2020	€13,786.82	€13,786.82	€13,306.40	€13,575.87	€23,219,132,003	€251,674,547,848
Nov 13, 2020	€13,783.25	€13,941.38	€13,542.51	€13,818.28	€26,759,145,160	€256,168,340,620
Nov 12, 2020	€13,329.79	€13,842.31	€13,188.42	€13,817.98	€29,013,885,980	€256,162,821,160
Nov 11, 2020	€12,935.24	€13,464.25	€12,934.47	€13,282.44	€25,185,732,169	€246,234,731,687
Nov 10, 2020	€12,967.07	€13,066.85	€12,791.68	€12,932.02	€21,629,569,161	€239,738,564,236
Nov 09, 2020	€13,016.81	€13,273.74	€12,500.44	€12,892.96	€28,716,025,428	€239,014,428,157
Nov 08, 2020	€12,492.26	€13,168.98	€12,416.77	€13,036.13	€22,428,228,618	€241,659,594,234
Nov 07, 2020	€13,109.10	€13,253.29	€12,146.77	€12,492.53	€29,496,930,237	€231,571,490,490
Nov 06, 2020	€13,175.18	€13,448.93	€12,876.76	€13,163.47	€33,689,349,117	€243,996,253,032
Nov 05, 2020	€12,041.93	€13,381.84	€12,014.97	€13,274.02	€34,809,545,009	€246,033,037,477
Nov 04, 2020	€11,873.85	€12,102.19	€11,558.91	€12,029.79	€29,889,013,106	€222,960,232,911
Nov 03, 2020	€11,642.33	€12,015.67	€11,449.01	€11,985.88	€25,663,784,510	€222,134,670,101
Nov 02, 2020	€11,796.96	€11,858.19	€11,372.84	€11,636.77	€26,425,633,584	€215,654,457,110
Nov 01, 2020	€11,801.33	€11,870.72	€11,670.63	€11,763.75	€20,941,012,305	€218,000,304,034
Oct 31, 2020	€11,600.55	€12,013.03	€11,524.33	€11,801.33	€25,952,880,449	€218,687,362,356
Oct 30, 2020	€11,515.13	€11,698.20	€11,256.62	€11,608.23	€26,205,763,972	€215,101,473,241
Oct 29, 2020	€11,297.39	€11,587.46	€11,049.47	€11,439.20	€48,096,046,526	€211,961,003,179
Oct 28, 2020	€11,589.25	€11,744.98	€10,976.47	€11,264.23	€30,442,996,656	€208,711,656,312
Oct 27, 2020	€11,072.12	€11,651.69	€11,059.92	€11,562.39	€28,579,396,822	€214,228,499,403
Oct 26, 2020	€10,997.59	€11,161.40	€10,821.36	€11,034.76	€24,863,791,513	€204,446,033,951
Oct 25, 2020	€11,050.01	€11,236.41	€10,883.09	€10,985.19	€20,574,863,196	€203,519,768,325
Oct 24, 2020	€10,901.23	€11,081.20	€10,862.59	€11,050.01	€20,689,002,227	€204,712,315,746
Oct 23, 2020	€10,985.89	€11,023.50	€10,800.50	€10,952.00	€24,539,543,779	€202,886,569,650
Oct 22, 2020	€10,803.79	€11,107.57	€10,732.44	€10,942.41	€29,309,763,856	€202,685,540,752
Oct 21, 2020	€10,070.59	€11,145.43	€10,060.32	€10,840.36	€36,700,149,757	€200,795,390,463
Oct 20, 2020	€9,977.85	€10,193.57	€9,923.07	€10,122.57	€26,262,062,968	€187,496,108,155
Oct 19, 2020	€9,807.70	€10,067.13	€9,733.69	€10,018.45	€20,358,295,232	€185,558,599,691
Oct 18, 2020	€9,693.55	€9,802.28	€9,686.37	€9,802.28	€15,606,765,104	€181,547,340,578
Oct 17, 2020	€9,664.64	€9,719.39	€9,633.25	€9,695.36	€16,329,869,109	€179,559,361,121
Oct 16, 2020	€9,828.44	€9,860.26	€9,589.36	€9,674.04	€21,903,903,284	€179,155,007,896
Oct 15, 2020	€9,725.59	€9,847.57	€9,620.90	€9,784.11	€20,841,965,596	€181,183,961,759
Oct 14, 2020	€9,736.38	€9,830.88	€9,633.12	€9,736.77	€20,533,661,015	€180,298,581,262
Oct 13, 2020	€9,782.79	€9,783.02	€9,590.08	€9,678.75	€20,534,640,439	€179,214,881,305
Oct 12, 2020	€9,643.17	€9,902.04	€9,514.56	€9,780.91	€22,146,206,839	€181,095,745,788
Oct 11, 2020	€9,547.99	€9,660.18	€9,541.69	€9,622.46	€16,878,442,085	€178,150,227,148
